date,maxtemp,avgrelativehumidity,maxrelativehumidity,minrelativehumidity,avgvisibility,maxvisibility,minvisibility,hazehours,smokehours,pm25avganderson,pm25minanderson,pm25maxanderson
1-Jan-13,56,52,89,20,9.5500002,10,5.5900002,,,27.120001,0.70999998,55.689999
2-Jan-13,58,61,88,28,9.9899998,10,9.9399996,,,28.969999,6.5100002,57.240002
3-Jan-13,54,68,89,35,9.8100004,10,8,,,29.629999,1.34,56.200001
4-Jan-13,56,70,89,36,9.8800001,10,8.6999998,,,28.82,4.3099999,52.610001
5-Jan-13,45,82,93,68,8.9399996,10,5,,,31.950001,19.129999,51.360001
6-Jan-13,57,72,100,47,7.9499998,10,3,,,17.629999,4.6599998,38.099998
7-Jan-13,61,65,79,44,9.9899998,10,9.9399996,,,22.209999,6.8600001,48.82
8-Jan-13,59,81,100,58,6.7199998,10,0.25,1,,28.299999,13.18,54.209999
9-Jan-13,45,86,93,51,2.4400001,10,0.75,,,42.110001,21.309999,56.599998
10-Jan-13,48,71,100,45,6.21,10,0.25,,,22.620001,6.1799998,49.830002
11-Jan-13,46,72,89,53,9.8500004,10,7,,,29.110001,3.3599999,67.959999
12-Jan-13,48,42,78,25,9.9899998,10,9.9399996,,,17.540001,6.54,42.07
13-Jan-13,47,28,40,17,9.9899998,10,9.9399996,,,10.44,1.42,24.309999
14-Jan-13,54,30,61,19,9.9899998,10,9.9399996,,,13.1,1.52,31.389999
15-Jan-13,59,59,79,32,9.9899998,10,9.9399996,,,26.209999,15.82,52.23
16-Jan-13,71,48,85,12,9.46,10,5,2,,26.08,4.0900002,61.119999
17-Jan-13,71,47,82,11,9.8000002,10,8,,,21.709999,5.1300001,54.560001
18-Jan-13,69,54,85,14,9.8800001,10,7,,,26.83,5.27,49.490002
19-Jan-13,69,48,75,14,9.8299999,10,7.46,,,22.620001,13.72,53.34
20-Jan-13,69,43,72,9,9.9899998,10,9.9399996,,,23.360001,1.95,45.5
21-Jan-13,67,48,75,13,9.9899998,10,9.9399996,,,30.23,5.3600001,76.150002
22-Jan-13,61,61,79,29,9.9899998,10,9.9399996,,,30.709999,12.02,54.639999
23-Jan-13,51,84,96,66,5.6399999,10,1.5,,,39.630001,21.879999,54.060001
24-Jan-13,59,82,93,69,8.6300001,10,2.5,,,19.200001,10.71,40.529999
25-Jan-13,57,85,96,72,6.77,10,0.25,,,17.33,6.4200001,30.540001
26-Jan-13,59,63,100,34,4.4099998,10,0.25,,,18.389999,0.25,34.639999
27-Jan-13,56,46,65,29,9.9899998,10,9.9399996,,,11.71,1.08,36.549999
28-Jan-13,57,62,82,39,9.9899998,10,9.9399996,,,18.280001,6.27,38.360001
29-Jan-13,62,64,89,39,9.9899998,10,9.9399996,,,21.43,5.6300001,56.900002
30-Jan-13,70,46,74,23,9.9899998,10,9.9399996,,,13.54,4.9099998,33.360001
31-Jan-13,64,66,89,35,9.9899998,10,9.9399996,,,19.32,8.2399998,55.389999
1-Feb-13,68,64,89,26,9.8100004,10,7,,,20.889999,11.48,32.869999
2-Feb-13,66,65,86,33,9.9899998,10,9.9399996,,,24.120001,8.1899996,44.490002
3-Feb-13,70,65,92,27,9.8800001,10,8.6999998,,,22.969999,9.1000004,48.66
4-Feb-13,62,70,89,41,9.96,10,9,,,20.91,6.8200002,53.950001
5-Feb-13,59,75,93,60,9.3599997,10,6,,,26.24,10.53,45.09
6-Feb-13,59,64,93,31,9.1999998,10,0.75,,,19.709999,7.6500001,65.360001
7-Feb-13,52,75,93,54,9.0699997,10,4,,,11.37,0.22,36.93
8-Feb-13,56,56,93,24,7.5100002,10,0.25,,,12.69,0.19,41.150002
9-Feb-13,59,40,62,25,9.9899998,10,9.9399996,,,13.13,1.08,35.970001
10-Feb-13,63,44,76,23,9.9899998,10,9.9399996,,,15.11,0.75,43.860001
11-Feb-13,67,49,77,22,9.9899998,10,9.9399996,,,14.04,3.9300001,39.830002
12-Feb-13,68,56,88,23,9.9899998,10,9.9399996,,,19.1,3.6500001,54.900002
13-Feb-13,73,46,85,22,9.9899998,10,9.9399996,,,16.1,3.4300001,46.009998
14-Feb-13,71,32,47,19,9.9899998,10,9.9399996,,,6.0799999,1.9,11.79
15-Feb-13,73,41,68,18,9.9899998,10,9.9399996,,,12.6,2.8800001,50.849998
16-Feb-13,69,57,82,26,9.9899998,10,9.9399996,,,18.1,6.9299998,37.959999
17-Feb-13,66,38,79,13,9.96,10,9,,,16.27,2.76,32.610001
18-Feb-13,57,61,79,37,9.8800001,10,8.6999998,,,16.49,1.9,42.380001
19-Feb-13,49,73,87,55,9.8699999,10,5,,,9.3299999,0.52999997,35.48
20-Feb-13,58,49,76,26,9.9899998,10,9.9399996,,,14.48,2.6400001,29.75
21-Feb-13,61,48,82,25,9.9899998,10,9.9399996,,,15.07,3.4000001,34.07
22-Feb-13,62,48,73,30,9.9899998,10,9.9399996,,,15.14,7.0500002,35.630001
23-Feb-13,58,34,56,21,9.9899998,10,9.9399996,,,11.09,0.88,32.060001
24-Feb-13,65,36,68,17,9.9899998,10,9.9399996,,,12.01,0.88,29.629999
25-Feb-13,62,46,73,24,9.9899998,10,9.9399996,,,15.8,5.3099999,46.529999
26-Feb-13,67,32,62,13,9.9899998,10,9.9399996,,,12.81,3.1199999,30.49
27-Feb-13,66,47,76,20,9.9899998,10,9.9399996,,,20.040001,5.6999998,47.59
28-Feb-13,68,53,77,30,9.96,10,9,,,16.540001,7.4000001,31.200001
1-Mar-13,77,57,89,22,9.9899998,10,9.9399996,,,13.84,3.5,39.889999
2-Mar-13,67,63,80,41,9.9899998,10,9.9399996,,,18.139999,8.8400002,44.09
3-Mar-13,69,61,83,35,9.9899998,10,9.9399996,,,16.5,6.77,32.27
4-Mar-13,66,68,90,47,9.9899998,10,9.9399996,,,16.26,7.6500001,41.09
5-Mar-13,61,62,82,33,9.4799995,10,4.9699998,,,12.69,3.0999999,29.07
6-Mar-13,55,74,89,55,9.3800001,10,1.75,,,12.26,1.1799999,33.040001
7-Mar-13,59,65,97,33,9.8000002,10,7.46,,,15.7,4.5900002,43.52
8-Mar-13,66,41,79,20,9.9899998,10,9.9399996,,,12.9,3.4200001,32.560001
9-Mar-13,71,32,48,16,9.9899998,10,9.9399996,,,12.33,2.5999999,28.42
10-Mar-13,77,33,65,11,9.9899998,10,9.9399996,,,13.36,6.0799999,43.130001
11-Mar-13,80,52,79,22,9.9899998,10,9.9399996,,,12.5,1.61,44.07
12-Mar-13,74,63,86,36,9.9899998,10,9.9399996,,,13.66,5.5900002,41.939999
13-Mar-13,78,58,90,29,9.9899998,10,9.9399996,,,13.33,2.96,42.919998
14-Mar-13,75,63,80,38,9.9899998,10,9.9399996,,,14.7,0.47,43
15-Mar-13,77,50,86,23,9.9899998,10,9.9399996,,,11.98,2.8399999,35.91
16-Mar-13,76,37,62,18,9.9899998,10,9.9399996,,,9.2399998,1.9299999,33.279999
17-Mar-13,71,48,79,19,9.9899998,10,9.9399996,,,10.35,0.090000004,33.200001
18-Mar-13,70,42,76,17,9.9200001,10,8,,,11.06,0.41999999,41.32
19-Mar-13,65,66,90,39,9.8900003,10,7,,,12.8,1.83,25.780001
20-Mar-13,61,80,89,55,8.9099998,10,2.5,,,11.56,0.67000002,20.690001
21-Mar-13,64,40,79,15,9.9899998,10,9.9399996,,,11.88,4.6399999,35.130001
22-Mar-13,63,32,53,17,9.9899998,10,9.9399996,,,14.8,5.6300001,30.940001
23-Mar-13,71,31,58,15,9.9899998,10,9.9399996,,,12.69,4.2399998,31.92
24-Mar-13,72,49,76,24,9.9200001,10,9,,,13.35,1.5,49.040001
25-Mar-13,69,63,89,39,9.8100004,10,5,,,14.26,3.3499999,50.73
26-Mar-13,68,68,97,36,6.5999999,10,0.12,,,11.54,0.79000002,40.68
27-Mar-13,70,64,86,42,9.9899998,10,9.9399996,,,9.3599997,3.1700001,21.290001
28-Mar-13,65,68,86,48,9.9899998,10,9.9399996,,,9.3400002,0.94999999,24.809999
29-Mar-13,78,55,90,26,9.9899998,10,9.9399996,,,11.55,5.1300001,34.869999
30-Mar-13,77,60,93,32,9.9899998,10,9.9399996,,,10.5,0.25999999,39.040001
31-Mar-13,61,88,96,67,8.7299995,10,4.9699998,,,10.7,0.80000001,19.719999
1-Apr-13,65,79,93,52,9.9899998,10,9.9399996,,,12.94,4.4299998,29.309999
2-Apr-13,75,63,90,34,9.9899998,10,9.9399996,,,10.57,1.95,41.740002
3-Apr-13,73,70,89,44,9.9899998,10,9.9399996,,,13.37,1.29,43.57
4-Apr-13,61,83,90,75,9.5900002,10,4,,,11.35,1.1,21.85
5-Apr-13,63,82,94,60,9.7299995,10,5,,,10.39,3.05,27.4
6-Apr-13,67,73,93,52,9.9899998,10,9.9399996,,,9.9099998,1.64,28.110001
7-Apr-13,67,61,78,38,9.9899998,10,9.9399996,,,8.5500002,0.60000002,24.549999
8-Apr-13,66,34,80,19,9.9899998,10,9.9399996,,,7.98,0.059999999,29.52
9-Apr-13,76,38,66,21,9.9899998,10,9.9399996,,,9.6999998,3.53,44.970001
10-Apr-13,82,43,74,29,9.9899998,10,9.9399996,,,9.5900002,1.8200001,43.869999
11-Apr-13,77,28,44,16,9.9899998,10,9.9399996,,,7.6199999,0.82999998,32.630001
12-Apr-13,82,27,51,15,9.9899998,10,9.9399996,,,8.6999998,4.54,16.35
13-Apr-13,75,41,80,17,9.9899998,10,9.9399996,,,8.9399996,1.98,41.25
14-Apr-13,71,35,52,25,9.9899998,10,9.9399996,,,9.5900002,4.8400002,38.91
15-Apr-13,62,39,54,23,9.9899998,10,9.9399996,,,9.6700001,2.0599999,38.73
16-Apr-13,66,35,56,16,9.9899998,10,9.9399996,,,9.9300003,0.30000001,33.060001
17-Apr-13,70,38,76,15,9.9899998,10,9.9399996,,,13.12,3.48,22.290001
18-Apr-13,79,39,69,20,9.9899998,10,9.9399996,,,12.75,2.8,46.009998
19-Apr-13,82,46,80,22,9.9899998,10,9.9399996,,,12.24,1.02,39.25
20-Apr-13,83,27,42,15,9.9899998,10,9.9399996,,,13.84,3.3299999,39.970001
21-Apr-13,86,26,35,16,9.9899998,10,9.9399996,,,10.01,5.4699998,18.870001
22-Apr-13,84,23,39,13,9.9899998,10,9.9399996,,,7.7399998,4.9899998,12.01
23-Apr-13,84,15,26,9,9.9899998,10,9.9399996,,,11.15,3.28,32.25
24-Apr-13,87,15,35,9,9.9899998,10,9.9399996,,,10.47,4.7199998,18.33
25-Apr-13,82,45,71,24,9.9899998,10,9.9399996,,,13.77,0.15000001,49.349998
26-Apr-13,86,53,80,23,9.9899998,10,9.9399996,,,16.23,0,41.900002
27-Apr-13,90,51,87,17,9.8800001,10,8,,,,,
28-Apr-13,92,32,72,14,9.9899998,10,9.9399996,,,,,
29-Apr-13,84,28,35,22,9.9899998,10,9.9399996,,,8.5200005,4.5700002,12.86
30-Apr-13,79,16,28,9,9.9899998,10,9.9399996,,,8.7200003,4.7600002,17.73
1-May-13,86,11,20,6,9.9899998,10,9.9399996,,,10.7,1.53,30.540001
2-May-13,89,20,58,8,9.9899998,10,9.9399996,,,25.59,6.0700002,66.989998
3-May-13,95,28,72,9,9.96,10,9,,,15.31,6.6999998,58.23
4-May-13,88,17,22,12,9.9899998,10,9.9399996,,,11.17,7.4099998,16.379999
5-May-13,77,42,72,22,9.9899998,10,9.9399996,,,15.8,5.5700002,22.25
6-May-13,67,77,93,60,9.9300003,10,8,,,14,7.8000002,21.860001
7-May-13,69,75,93,55,9.9300003,10,9,,,14.67,10.21,23.02
8-May-13,78,63,81,40,9.9899998,10,9.9399996,,,15.15,9.4899998,24.200001
9-May-13,89,53,87,25,9.9899998,10,9.9399996,,,11.99,5.8400002,19.639999
10-May-13,96,49,87,15,9.9899998,10,9.9399996,,,16.33,2.96,22.959999
11-May-13,94,50,78,29,9.9899998,10,9.9399996,,,17.26,12.69,28.360001
12-May-13,94,43,84,11,9.9899998,10,9.9399996,,,13.76,6.9699998,26.16
13-May-13,92,37,67,17,9.9899998,10,9.9399996,,,9.6899996,3.3499999,15.15
14-May-13,95,28,54,13,9.9899998,10,9.9399996,,,8.6999998,5.6700001,13.49
15-May-13,84,37,60,25,10,10,10,,,12.87,6.8099999,20.98
16-May-13,76,53,90,33,10,10,10,,,10.8,6.0999999,16.889999
17-May-13,75,53,90,28,10,10,10,,,11.6,1.5,35.060001
18-May-13,83,42,83,18,10,10,9.9399996,,,11.03,2.8699999,39.490002
19-May-13,85,28,43,15,10,10,9.9399996,,,9.1700001,0.61000001,24
20-May-13,91,24,50,8,10,10,9.9399996,,,10.2,3.51,24.48
21-May-13,74,26,39,16,9.9899998,10,9.9399996,,,7.1500001,1.92,11.51
22-May-13,73,26,42,10,9.7200003,10,1.75,1,1,9.1499996,2.4000001,36.580002
23-May-13,76,31,45,15,9.9899998,10,9.9399996,,,8.79,1.05,31.309999
24-May-13,79,36,71,14,9.9899998,10,9.9399996,,,10.88,0.11,43.650002
25-May-13,81,37,68,18,9.9200001,10,8,,,10.6,0.33000001,40.450001
26-May-13,79,41,60,26,9.9899998,10,9.9399996,,,10.23,5.8699999,16.870001
27-May-13,66,74,94,39,9.3199997,10,2.5,,,9.5799999,0.89999998,26.84
28-May-13,78,58,94,30,9.9899998,10,9.9399996,,,10.32,3.8599999,21.110001
29-May-13,83,33,60,16,9.9899998,10,9.9399996,,,8.3900003,4.7199998,10.76
30-May-13,86,31,67,9,9.9899998,10,9.9399996,,,9.6499996,1.63,38.380001
31-May-13,94,22,41,10,9.9899998,10,9.9399996,,,8.2700005,2.1700001,12.69
1-Jun-13,100,18,27,9,9.9899998,10,9.9399996,,,9.4200001,4.1999998,15.62
2-Jun-13,98,21,34,11,9.9899998,10,9.9399996,,,9.96,5.0599999,13.95
3-Jun-13,101,20,42,6,9.9899998,10,9.9399996,,,9.0500002,4.1300001,12.69
4-Jun-13,105,37,65,7,9.9899998,10,9.9399996,,,16.25,5.4499998,27.58
5-Jun-13,97,49,81,27,9.9899998,10,9.9399996,,,19.59,10.96,29.35
6-Jun-13,103,47,81,13,9.96,10,9,,,21.639999,10.6,30.610001
7-Jun-13,109,33,76,11,9.9899998,10,9.9399996,,,17.190001,10.43,26.809999
8-Jun-13,111,17,28,8,9.9899998,10,9.9399996,,,13.42,7.0500002,21.73
9-Jun-13,100,34,50,21,9.9899998,10,9.9399996,,,14.95,9.5100002,25.34
10-Jun-13,74,59,70,50,9.9899998,10,9.9399996,,,11.45,5.8200002,20.129999
11-Jun-13,85,43,75,22,9.9899998,10,9.9399996,,,12.66,9.4799995,19.709999
12-Jun-13,89,25,39,9,9.9899998,10,9.9399996,,,9.0900002,4.5900002,15.67
13-Jun-13,87,24,41,13,9.9899998,10,9.9399996,,,8.8599997,3.6099999,19.309999
14-Jun-13,93,22,41,9,9.9899998,10,9.9399996,,,8.9200001,4.8400002,20.34
15-Jun-13,94,29,64,11,9.9200001,10,8,,,10.89,1.86,45.619999
16-Jun-13,93,31,65,13,9.9899998,10,9.9399996,,,10.99,0.86000001,34.34
17-Jun-13,91,34,64,18,9.9899998,10,9.9399996,,,10.6,2.3199999,29.049999
18-Jun-13,82,36,58,17,9.9899998,10,9.9399996,,,7.1399999,1.9299999,12.21
19-Jun-13,79,34,62,18,9.9899998,10,9.9399996,,,8.1599998,1.71,23.5
20-Jun-13,86,29,51,15,9.9899998,10,9.9399996,,,10.12,3.4400001,27.66
21-Jun-13,91,22,37,8,9.9899998,10,9.9399996,,,8.54,3.74,13.44
22-Jun-13,95,23,36,11,9.9899998,10,9.9399996,,,8.2299995,4.7199998,12.03
23-Jun-13,81,52,94,35,8.71,10,0.75,,,10.63,6.8099999,14.96
24-Jun-13,69,72,94,44,8.9300003,10,2,,,9.1000004,2.76,19.68
25-Jun-13,71,87,94,76,6.6100001,10,1.25,,,9.6499996,4.9000001,16.92
26-Jun-13,86,66,88,37,9.9899998,10,9.9399996,,,9.6899996,5.6599998,21.110001
27-Jun-13,96,52,90,22,9.9899998,10,9.9399996,,,13.06,6.4499998,23.469999
28-Jun-13,108,37,76,11,9.9899998,10,9.9399996,,,13.23,2.8199999,22.469999
29-Jun-13,108,35,76,9,9.9899998,10,9.9399996,,,11.8,7.48,16.799999
30-Jun-13,110,34,71,10,9.9899998,10,9.9399996,,,11.37,7.1100001,18.309999
1-Jul-13,110,35,68,9,9.9899998,10,9.9399996,,,15.1,0,28.52
2-Jul-13,116,33,62,11,9.9899998,10,9.9399996,,,18.74,0,28.530001
3-Jul-13,113,30,55,15,9.9899998,10,9.9399996,,,17.200001,10.5,26.190001
4-Jul-13,109,20,29,11,9.9899998,10,9.9399996,,,10.29,6.0300002,12.98
5-Jul-13,100,25,50,13,9.9899998,10,9.9399996,,,11.13,5.7800002,17.629999
6-Jul-13,97,40,66,19,9.9899998,10,9.9399996,,,16.719999,11.21,22.33
7-Jul-13,100,35,73,10,9.9899998,10,9.9399996,,,15.33,10.19,23.1
8-Jul-13,101,27,59,8,9.9899998,10,9.9399996,,,11.48,5.3499999,21.620001
9-Jul-13,100,28,58,6,9.9899998,10,9.9399996,,,12.74,7.9699998,24.18
10-Jul-13,102,25,49,10,9.9899998,10,9.9399996,,,11.08,6.73,18.85
11-Jul-13,96,29,58,7,9.9899998,10,9.9399996,,,11.02,6.6999998,17.67
12-Jul-13,94,33,63,7,9.9899998,10,9.9399996,,,13.02,6.2600002,28.07
13-Jul-13,98,26,51,8,9.9899998,10,9.9399996,,,12,2.5899999,18.610001
14-Jul-13,102,25,56,8,9.9899998,10,9.9399996,,,11.82,5.9400001,27.290001
15-Jul-13,99,32,60,16,9.9899998,10,9.9399996,,,12.88,7.2399998,25.459999
16-Jul-13,91,34,56,13,9.9899998,10,9.9399996,,,10.05,5.1599998,22.280001
17-Jul-13,98,29,67,6,9.9899998,10,9.9399996,,,12.28,1.9299999,23
18-Jul-13,103,27,56,7,9.9899998,10,9.9399996,,,12.26,6.0999999,23
19-Jul-13,107,31,58,10,9.9899998,10,9.9399996,,,15.4,10.42,27.27
20-Jul-13,111,34,66,10,9.9899998,10,9.9399996,,,17.67,12.07,23.98
21-Jul-13,107,39,71,17,9.9899998,10,9.9399996,,,18.35,13.95,23.26
22-Jul-13,101,30,45,10,9.9899998,10,9.9399996,,,15.47,8.71,22.73
23-Jul-13,99,33,53,17,9.9899998,10,9.9399996,,,16.43,12.06,22.809999
24-Jul-13,101,34,57,17,9.9899998,10,9.9399996,,,16.74,10.48,23.049999
25-Jul-13,107,38,64,16,9.9899998,10,9.9399996,,,18.59,12.35,30.559999
26-Jul-13,104,37,62,19,9.9899998,10,9.9399996,,,18.459999,10.32,22.459999
27-Jul-13,105,36,64,19,9.9899998,10,9.9399996,,,17.389999,8.8000002,32.049999
28-Jul-13,100,39,63,16,9.9899998,10,9.9399996,,,13.99,8.4899998,20.84
29-Jul-13,92,35,53,20,8.6999998,10,6,2,2,,,
30-Jul-13,95,39,67,18,9.5100002,10,7,,,,,
31-Jul-13,94,34,61,17,8.9099998,10,6.8400002,,,33.91,17.83,57.48
1-Aug-13,91,39,61,17,9.9899998,10,9.9399996,,,14.31,5.6100001,22.120001
2-Aug-13,96,26,54,6,8.8800001,10,3.73,10,10,22.379999,4.8299999,80.580002
3-Aug-13,95,30,54,12,9.9899998,10,9.9399996,,,19.790001,8.5500002,35.529999
4-Aug-13,97,30,63,9,9.9899998,10,9.9399996,,,13.07,4.0599999,27.82
5-Aug-13,97,30,58,9,9.9899998,10,9.9399996,,,14.47,8.1000004,24.629999
6-Aug-13,96,33,60,12,9.9899998,10,9.9399996,,,14.29,8.5900002,26.49
7-Aug-13,87,49,70,27,9.9899998,10,9.9399996,,,19.190001,9.29,27.91
8-Aug-13,89,45,75,20,9.9899998,10,9.9399996,,,18.129999,10.07,26.92
9-Aug-13,88,38,63,20,9.9899998,10,9.9399996,,,18.73,9.0100002,32.549999
10-Aug-13,90,44,65,20,9.9899998,10,9.9399996,,,19.860001,10.58,29.09
11-Aug-13,94,39,70,18,9.9899998,10,9.9399996,,,18.58,8.8400002,30.08
12-Aug-13,95,34,63,11,9.9899998,10,9.9399996,,,17.52,9.71,32.889999
13-Aug-13,99,28,60,8,9.9899998,10,9.9399996,,,16.360001,6.5999999,31.49
14-Aug-13,100,26,49,11,9.9899998,10,9.9399996,,,15.45,4.3699999,30.76
15-Aug-13,98,30,54,13,9.9899998,10,9.9399996,,,17.620001,8.8500004,29.59
16-Aug-13,98,33,53,16,9.9899998,10,9.9399996,,,16.719999,7.2399998,26.57
17-Aug-13,101,33,63,16,9.9899998,10,9.9399996,,,18.68,11.45,25.43
18-Aug-13,110,31,51,8,9.9899998,10,9.9399996,,,25.950001,9.8199997,45.299999
19-Aug-13,102,34,63,17,9.6000004,10,7,7,7,31.17,24.889999,35.549999
20-Aug-13,98,40,52,21,9.9899998,10,9.9399996,5,5,30.450001,13.51,43.119999
21-Aug-13,97,44,62,26,9.9200001,10,8,6,6,26.4,18.66,32.240002
22-Aug-13,95,39,71,17,9.9899998,10,9.9399996,,,18.85,6.5900002,34.119999
23-Aug-13,95,37,62,16,9.9899998,10,9.9399996,,,14.17,8.9499998,25.610001
24-Aug-13,90,45,67,23,9.9899998,10,9.9399996,,,18.17,11.57,41.139999
25-Aug-13,88,45,68,28,9.9899998,10,9.9399996,,,8.7600002,3.9200001,18.389999
26-Aug-13,88,37,58,20,9.9899998,10,9.9399996,,,10.3,4.5999999,20.15
27-Aug-13,95,31,62,11,9.9899998,10,9.9399996,,,10.33,5.1100001,24.700001
28-Aug-13,93,34,62,16,9.9899998,10,9.9399996,,,10.38,4.0100002,20.780001
29-Aug-13,93,38,58,19,9.9899998,10,9.9399996,,,12.57,7.8400002,26.15
30-Aug-13,98,33,55,16,9.9899998,10,9.9399996,,,12.88,3.3499999,24.18
31-Aug-13,98,31,60,11,9.9899998,10,9.9399996,,,12.76,4.8699999,23.68
1-Sep-13,91,33,58,16,9.9899998,10,9.9399996,,,10.84,5.3000002,22.99
2-Sep-13,88,42,62,26,9.9899998,10,9.9399996,,,10.52,2.26,20.58
3-Sep-13,89,46,75,21,9.9899998,10,9.9399996,,,11,6.1100001,19.629999
4-Sep-13,89,40,75,15,9.9899998,10,9.9399996,,,13.83,8.3199997,21.870001
5-Sep-13,86,40,62,25,9.9899998,10,9.9399996,,,14.44,7.0900002,21.860001
6-Sep-13,94,29,45,14,9.9899998,10,9.9399996,,,12.7,5.8600001,22.02
7-Sep-13,98,24,50,8,9.9899998,10,9.9399996,,,12.28,7.7399998,25.879999
8-Sep-13,104,26,51,10,9.9899998,10,9.9399996,,,12.5,5.48,29.08
9-Sep-13,106,19,44,7,9.9899998,10,9.9399996,,,10.5,2.3099999,20.58
10-Sep-13,106,26,48,7,9.9899998,10,9.9399996,,,13.66,6.2199998,34.049999
11-Sep-13,93,47,70,24,9.9899998,10,9.9399996,,,16.09,10.32,30.73
12-Sep-13,92,53,78,28,9.9899998,10,9.9399996,,,20.41,9.3199997,29.629999
13-Sep-13,96,48,73,24,9.9899998,10,9.9399996,,,21.93,14.28,33.419998
14-Sep-13,94,50,76,27,9.9899998,10,9.9399996,,,18.799999,12.98,27.4
15-Sep-13,87,47,73,24,9.9899998,10,9.9399996,,,14.16,5.8899999,27.950001
16-Sep-13,89,40,69,18,9.9899998,10,9.9399996,,,11.51,5.3899999,26.219999
17-Sep-13,84,40,59,22,9.9899998,10,9.9399996,,,10.41,4.1900001,28.379999
18-Sep-13,88,27,43,10,9.9899998,10,9.9399996,,,9.5699997,2.4400001,17.4
19-Sep-13,92,28,51,9,9.9899998,10,9.9399996,,,11.9,2.26,28.129999
20-Sep-13,84,44,84,18,9.9899998,10,9.9399996,,,12.63,1.5,40.240002
21-Sep-13,67,86,96,63,8.0200005,10,0.25,,,11.33,3.05,22.610001
22-Sep-13,72,68,94,42,9.3999996,10,1.25,,,11.84,5.3299999,23.27
23-Sep-13,82,56,80,33,9.9899998,10,9.9399996,,,12.95,5.6199999,22.299999
24-Sep-13,77,44,80,26,9.9899998,10,9.9399996,,,9.2700005,2.49,25.43
25-Sep-13,71,53,77,27,9.9899998,10,9.9399996,,,8.1400003,1.02,20.629999
26-Sep-13,74,38,69,20,9.9899998,10,9.9399996,,,11.27,4.8400002,21.35
27-Sep-13,80,37,67,16,9.9899998,10,9.9399996,,,11.8,5.3499999,23
28-Sep-13,78,44,80,24,9.9899998,10,9.9399996,,,12.62,6.3299999,23.74
29-Sep-13,72,56,73,42,9.9899998,10,9.9399996,,,12.59,5.8600001,20.41
30-Sep-13,76,65,87,52,9.96,10,9,,,14.67,8.5699997,23.27
1-Oct-13,78,,50,20,9.9899998,10,9.9399996,,,10.38,5.0500002,19.15
2-Oct-13,78,,46,16,9.9899998,10,9.9399996,,,10.03,3.4400001,16.860001
3-Oct-13,73,,50,18,9.9899998,10,9.9399996,,,10.45,5.8899999,19.65
4-Oct-13,80,,31,12,9.9899998,10,9.9399996,,,9.6199999,6.3000002,12.47
5-Oct-13,84,,56,9,9.9899998,10,9.9399996,,,11.78,6.8000002,24.200001
6-Oct-13,83,,77,11,9.9899998,10,9.9399996,,,13.13,6.3099999,23.200001
7-Oct-13,82,,71,12,9.9899998,10,9.9399996,,,14.12,3.8699999,30.549999
8-Oct-13,77,,38,18,9.9899998,10,9.9399996,,,10.32,2.26,24.01
9-Oct-13,72,,39,23,9.9899998,10,9.9399996,,,9.8299999,1.6799999,25.719999
10-Oct-13,72,,66,29,9.9899998,10,9.9399996,,,15.79,6.96,29.33
11-Oct-13,73,,83,29,9.9899998,10,9.9399996,,,18.27,9.04,33.669998
12-Oct-13,75,,83,28,9.9899998,10,9.9399996,,,18.530001,4.6900001,38.459999
13-Oct-13,74,,55,21,9.9899998,10,9.9399996,,,12.5,5.5999999,23.75
14-Oct-13,79,,38,14,9.9899998,10,9.9399996,,,12.84,4.5599999,22.030001
15-Oct-13,80,,45,13,9.9899998,10,9.9399996,,,13.32,8.9499998,24.700001
16-Oct-13,77,,68,14,9.9899998,10,9.9399996,,,15.11,5.3200002,24.92
17-Oct-13,85,,73,15,9.9899998,10,9.9399996,,,13.79,4.1199999,33
18-Oct-13,86,,71,12,9.9899998,10,9.9399996,,,13.16,4.29,30.08
19-Oct-13,85,,73,15,9.9899998,10,9.9399996,,,15.43,7.04,33.27
20-Oct-13,91,,79,8,9.9899998,10,9.9399996,,,16.75,6.8200002,32.830002
21-Oct-13,91,,73,10,9.9899998,10,9.9399996,,,12.67,3.8399999,49.880001
22-Oct-13,86,,74,14,9.9899998,10,9.9399996,,,14.16,4.0999999,35.59
23-Oct-13,87,,71,13,9.9899998,10,9.9399996,,,14.39,4.5599999,36.099998
24-Oct-13,81,,74,18,9.9899998,10,9.9399996,,,17.129999,8.79,30.51
25-Oct-13,81,,76,18,9.9899998,10,9.9399996,,,20.51,11.57,31.58
26-Oct-13,80,,79,20,9.9899998,10,9.9399996,,,19.110001,10.94,54.32
27-Oct-13,75,,79,21,9.9899998,10,9.9399996,,,15.21,5.7399998,45.900002
28-Oct-13,59,,72,43,9.9899998,10,9.9399996,,,12.12,0.15000001,27.110001
29-Oct-13,60,,82,56,9.9899998,10,9.9399996,,,16.85,8.7600002,32.400002
30-Oct-13,70,,86,29,9.9899998,10,9.9399996,,,20.9,10.78,33.470001
31-Oct-13,77,,79,28,9.9899998,10,9.9399996,,,19.129999,6.9200001,35.959999
1-Nov-13,75,59,83,29,9.0799999,10,1,1,1,20.26,9.6099997,41.169998
2-Nov-13,74,50,83,20,9.9899998,10,9.9399996,,,18.440001,1.35,33.610001
3-Nov-13,60,32,41,25,9.9899998,10,9.9399996,,,12.84,4.4899998,34.57
4-Nov-13,67,33,51,20,9.9899998,10,9.9399996,,,12.82,4.6599998,26.440001
