date,maxtemp,avgrelativehumidity,maxrelativehumidity,minrelativehumidity,avgvisibility,maxvisibility,minvisibility,hazehours,smokehours,pm25avganderson,pm25minanderson,pm25maxanderson
16-Mar-18,57,82,100,49,9.4399996,10,7,,,,,
17-Mar-18,57,72,100,39,8.3100004,10,0.25,,,,,
18-Mar-18,59,65,93,36,9.9899998,10,9.9399996,,,,,
19-Mar-18,66,55,93,18,9.9899998,10,9.9399996,,,,,
20-Mar-18,56,74,100,55,7.0100002,10,1.5,,,,,
21-Mar-18,61,95,100,83,4.1300001,10,1,,,,,
22-Mar-18,61,64,93,31,9.1199999,10,1.5,,,,,
23-Mar-18,58,64,83,51,9.8800001,10,7,,,,,
24-Mar-18,56,65,97,35,9.9899998,10,9.9399996,,,,,
25-Mar-18,58,64,86,34,9.9899998,10,9.9399996,,,,,
26-Mar-18,67,43,79,21,9.9899998,10,9.9399996,,,,,
27-Mar-18,79,32,52,18,9.9899998,10,9.9399996,,,,,
28-Mar-18,82,34,50,22,9.9899998,10,9.9399996,,,,,
29-Mar-18,83,34,72,16,9.9899998,10,9.9399996,,,,,
30-Mar-18,80,49,79,24,9.9899998,10,9.9399996,,,,,
31-Mar-18,79,53,86,21,9.9899998,10,9.9399996,,,,,
1-Apr-18,80,50,93,23,9.9899998,10,9.9399996,,,,,
2-Apr-18,74,33,77,9,9.9899998,10,9.9399996,,,,,
3-Apr-18,76,32,60,16,9.9200001,10,8,,,,,
4-Apr-18,77,47,67,23,9.96,10,9,,,,,
5-Apr-18,62,74,100,48,7.9200001,10,4,,,,,
6-Apr-18,56,96,100,93,2.98,8,1.49,,,,,
7-Apr-18,69,63,100,34,7.5900002,10,1.25,,,,,
8-Apr-18,68,63,86,38,9.9899998,10,9.9399996,,,,,
9-Apr-18,80,52,80,25,9.9899998,10,9.9399996,,,,,
10-Apr-18,69,66,90,40,9.9099998,10,8.6999998,,,,,
11-Apr-18,59,79,94,53,9.3800001,10,1.25,,,,,
12-Apr-18,61,64,89,32,9.96,10,9,,,,,
13-Apr-18,73,58,93,31,9.9899998,10,9.9399996,,,,,
14-Apr-18,74,59,93,34,9.9899998,10,9.9399996,,,,,
15-Apr-18,63,60,86,42,9.5799999,10,4,,,,,
16-Apr-18,58,69,86,41,9.9899998,10,9.9399996,,,,,
17-Apr-18,63,61,97,25,9.9899998,10,9.9399996,,,,,
18-Apr-18,63,56,79,31,9.9899998,10,9.9399996,,,,,
19-Apr-18,74,48,86,22,9.9899998,10,9.9399996,,,,,
20-Apr-18,82,41,74,12,9.9899998,10,9.9399996,,,,,
21-Apr-18,86,49,86,17,9.9899998,10,9.9399996,,,,,
22-Apr-18,86,36,80,13,9.9899998,10,9.9399996,,,,,
23-Apr-18,88,27,69,12,9.9899998,10,9.9399996,,,,,
24-Apr-18,86,46,83,18,9.96,10,9,,,,,
25-Apr-18,87,54,86,24,9.9899998,10,9.9399996,,,,,
26-Apr-18,83,56,86,33,9.9899998,10,9.9399996,,,,,
27-Apr-18,68,69,93,42,9.9899998,10,9.9399996,,,,,
28-Apr-18,61,84,97,58,9.0200005,10,1.75,,,,,
29-Apr-18,67,69,97,42,9.9899998,10,9.9399996,,,,,
30-Apr-18,74,55,93,27,9.9899998,10,9.9399996,,,,,
1-May-18,79,34,45,19,9.9899998,10,9.9399996,,,,,
2-May-18,83,36,70,12,9.9899998,10,9.9399996,,,,,
3-May-18,81,57,90,30,9.9899998,10,9.9399996,,,,,
4-May-18,84,59,90,30,9.9899998,10,9.9399996,,,,,
5-May-18,85,59,87,24,9.9899998,10,9.9399996,,,,,
6-May-18,81,48,87,16,9.9899998,10,9.9399996,,,,,
7-May-18,88,46,75,20,9.9899998,10,9.9399996,,,,,
8-May-18,88,54,87,29,9.9899998,10,9.9399996,,,,,
9-May-18,83,51,84,25,9.9899998,10,9.9399996,,,,,
10-May-18,85,44,87,18,9.9899998,10,9.9399996,,,,,
11-May-18,80,29,41,18,9.9899998,10,9.9399996,,,,,
12-May-18,85,36,54,20,9.9899998,10,9.9399996,,,,,
13-May-18,83,52,78,28,9.9899998,10,9.9399996,,,,,
14-May-18,87,53,87,27,9.9899998,10,9.9399996,,,,,
15-May-18,81,60,90,37,9.9899998,10,9.9399996,,,,,
16-May-18,73,63,93,47,9.9899998,10,9.9399996,,,,,
17-May-18,85,55,78,32,9.9899998,10,9.9399996,,,,,
18-May-18,91,45,86,19,9.8800001,10,7,,,,,
19-May-18,87,50,75,29,9.9899998,10,9.9399996,,,,,
20-May-18,82,56,78,37,9.9899998,10,9.9399996,,,,,
21-May-18,93,44,90,15,9.9899998,10,9.9399996,,,,,
22-May-18,89,53,81,35,9.9899998,10,9.9399996,,,,,
23-May-18,84,56,75,41,9.9899998,10,9.9399996,,,,,
24-May-18,88,47,84,24,9.9899998,10,9.9399996,,,,,
25-May-18,66,87,100,58,8.7600002,10,6,,,,,
26-May-18,78,68,96,37,8.25,10,3.73,,,,,
27-May-18,92,42,90,19,9.9899998,10,9.9399996,,,,,
28-May-18,98,35,66,13,9.9899998,10,9.9399996,,,,,
29-May-18,98,27,61,15,9.9899998,10,9.9399996,,,,,
30-May-18,85,42,73,29,9.9899998,10,9.9399996,,,,,
31-May-18,73,50,65,35,9.9899998,10,9.9399996,,,,,
1-Jun-18,90,41,74,12,9.9899998,10,9.9399996,,,,,
2-Jun-18,102,28,54,8,9.9899998,10,9.9399996,,,,,
3-Jun-18,100,35,78,16,9.9899998,10,9.9399996,,,,,
4-Jun-18,95,25,63,10,9.9899998,10,9.9399996,,,,,
5-Jun-18,89,35,60,16,9.9899998,10,9.9399996,,,,,
6-Jun-18,90,44,83,15,9.9899998,10,9.9399996,,,23.07,15.48,31.809999
7-Jun-18,87,51,78,28,9.9899998,10,9.9399996,,,21.52,15.16,29.16
8-Jun-18,92,39,78,16,9.9899998,10,9.9399996,,,20.65,11.49,39.09
9-Jun-18,76,34,51,19,9.9899998,10,9.9399996,,,12.19,8.3000002,15.8
10-Jun-18,82,29,49,14,9.9899998,10,9.9399996,,,12.16,6.6900001,17.290001
11-Jun-18,94,34,69,12,9.9899998,10,9.9399996,,,13.57,8.6099997,20.309999
12-Jun-18,103,22,44,9,9.9899998,10,9.9399996,,,12.11,9.5699997,15.94
13-Jun-18,100,31,70,15,9.9899998,10,9.9399996,,,14.41,10.51,18.610001
14-Jun-18,99,27,41,11,9.9899998,10,9.9399996,,,14.92,11.25,20.51
15-Jun-18,92,38,62,19,9.9899998,10,9.9399996,,,17.780001,12.72,26.23
16-Jun-18,90,36,68,15,9.9899998,10,9.9399996,,,17.41,11.73,26.6
17-Jun-18,81,52,72,31,9.9899998,10,9.9399996,,,17.77,14.29,22.35
18-Jun-18,92,41,81,17,9.9899998,10,9.9399996,,,17.110001,9.9799995,24.110001
19-Jun-18,98,30,55,12,9.9899998,10,9.9399996,,,15.06,9.8999996,20
20-Jun-18,96,38,66,16,9.9899998,10,9.9399996,,,16.889999,14.42,22.43
21-Jun-18,99,32,65,11,9.9899998,10,9.9399996,,,16.950001,13.15,22.09
22-Jun-18,104,28,63,11,9.9899998,10,9.9399996,,,15.24,11.21,19.43
23-Jun-18,104,17,26,8,9.96,10,9,,,12.22,7.9299998,15.48
24-Jun-18,107,21,42,9,9.9899998,10,9.9399996,,,,,
25-Jun-18,94,46,68,23,9.9899998,10,9.9399996,,,21.4,15.94,25.629999
26-Jun-18,99,25,61,6,9.9200001,10,8,,,16.790001,10.67,24.370001
27-Jun-18,97,27,56,7,9.9899998,10,9.9399996,,,17.85,12.13,27.790001
28-Jun-18,96,33,65,16,9.9899998,10,9.9399996,,,15.51,8.9799995,27.559999
29-Jun-18,99,22,36,11,9.9899998,10,9.9399996,,,12.63,8.96,18.530001
30-Jun-18,105,19,30,10,9.9899998,10,9.9399996,,,12.46,6.2199998,16.57
1-Jul-18,110,17,27,7,9.9899998,10,9.9399996,,,10.9,4.9200001,16.059999
2-Jul-18,106,19,32,9,10,10,9.9399996,,,11.76,4.9499998,19.690001
3-Jul-18,96,22,56,11,9.9899998,10,9.9399996,,,18.83,11.15,35.169998
4-Jul-18,89,42,70,18,9.1899996,10,7,,,32.639999,19.27,49.189999
5-Jul-18,92,37,72,16,9.9899998,10,9.9399996,,,19.540001,9.9099998,26.59
6-Jul-18,92,35,59,16,9.9899998,10,9.9399996,,,19.35,13.6,25.700001
7-Jul-18,99,27,67,5,9.1700001,10,4,3,3,17.76,7.1500001,71.610001
8-Jul-18,99,28,56,7,9.8100004,10,7,,,19.440001,11.88,42.009998
9-Jul-18,101,27,56,10,9.9899998,10,9.9399996,,,15.48,10.74,20.549999
10-Jul-18,102,26,54,8,9.9899998,10,9.9399996,,,12.92,8.3599997,19.780001
11-Jul-18,104,28,59,10,9.9899998,10,9.9399996,,,15.42,11.14,21.65
12-Jul-18,107,29,51,11,9.9899998,10,9.9399996,,,16.16,10.12,23.129999
13-Jul-18,98,37,57,19,9.9899998,10,9.9399996,,,20.549999,15.82,28.290001
14-Jul-18,106,35,66,16,9.9899998,10,9.9399996,,,21.110001,14.12,27.530001
15-Jul-18,105,37,58,21,9.9899998,10,9.9399996,,,17.790001,14.51,23.58
16-Jul-18,108,34,62,11,9.9899998,10,9.9399996,,,17.040001,10.1,23.110001
17-Jul-18,109,33,62,12,9.9899998,10,9.9399996,,,17.42,13.28,22.35
18-Jul-18,109,30,57,9,9.9899998,10,9.9399996,,,16.790001,11.79,21.4
19-Jul-18,109,32,53,16,9.7399998,10,8.6999998,,,23.870001,15.76,38.099998
20-Jul-18,104,31,62,8,9.9899998,10,9.9399996,,,18.41,8.3699999,26.58
21-Jul-18,101,36,55,13,9.9899998,10,9.9399996,,,19.129999,13.53,27.110001
22-Jul-18,103,40,60,23,9.9899998,10,9.9399996,,,17.66,13.38,28.959999
23-Jul-18,106,41,69,20,9.9899998,10,9.9399996,,,18.83,13.13,24.549999
24-Jul-18,108,37,62,17,9.9099998,10,8.6999998,,,22.33,15.3,37.66
25-Jul-18,111,30,62,9,9.7700005,10,8,,,27.040001,12.58,47.32
26-Jul-18,113,31,53,7,6.0799999,10,2.5,19,19,60.5,29.1,116.4
27-Jul-18,103,36,62,20,6.5100002,9,4,21,21,52.02,36.5,84.330002
28-Jul-18,99,38,64,16,4.02,7,2.49,20,20,87.849998,54.630001,126.3
29-Jul-18,104,40,66,17,4.6799998,8,2.98,24,24,87.540001,44.450001,145.3
30-Jul-18,103,44,69,15,4.4099998,8,2,24,24,71.209999,44.290001,123.6
31-Jul-18,102,44,73,22,3.55,6,2.5,24,24,98.089996,65.209999,154.60001
1-Aug-18,101,43,71,18,3.6600001,7,1.75,24,24,94.300003,53.389999,150.5
2-Aug-18,102,40,71,13,4.9099998,10,1.25,24,24,86.68,34.98,382.60001
3-Aug-18,100,34,68,13,5.4400001,10,3,20,20,60.549999,20.9,93.330002
4-Aug-18,98,32,68,10,4.8400002,10,1.5,19,19,60.09,13.09,144.3
5-Aug-18,95,36,67,17,4.7399998,8,2,20,20,72.230003,22.860001,137.7
6-Aug-18,102,37,68,9,3.77,9,1.75,17,17,99.82,51.330002,156.2
7-Aug-18,99,40,63,18,2.9400001,4,2.49,24,24,116.42,93.860001,165.10001
8-Aug-18,101,43,70,19,3.4300001,5,2,22,24,94.849998,71.639999,121.1
9-Aug-18,101,41,70,14,3.5999999,5,2.5,24,24,89.860001,69.849998,122.6
10-Aug-18,105,33,61,12,4.2199998,7,1.75,24,24,86.400002,0,190.7
11-Aug-18,102,33,61,14,6.5100002,8,4,20,20,50.900002,33.34,80.400002
12-Aug-18,100,33,60,11,7.5999999,10,4.9699998,7,7,49.130001,16.610001,109.4
13-Aug-18,99,32,59,12,8.9700003,10,5,2,,55.169998,21.07,204.8
14-Aug-18,99,33,58,10,8.6599998,10,3.73,16,17,36.759998,16.459999,108.1
15-Aug-18,99,39,61,12,9.8000002,10,8,10,10,26,18.4,35.880001
16-Aug-18,98,34,63,11,8.1099997,10,2.49,16,16,29.58,17.68,64.660004
17-Aug-18,101,30,52,12,6.1599998,10,1,18,18,61.049999,15.58,238
18-Aug-18,101,34,59,14,6.3699999,10,1.74,8,8,63.610001,19.4,163.8
19-Aug-18,101,35,68,15,8.1899996,10,2,17,17,44.439999,23.040001,110
20-Aug-18,100,33,61,9,7.6900001,10,4,22,23,47.52,29.120001,95.800003
21-Aug-18,92,43,63,24,8.7399998,10,6,7,7,33.049999,26.74,37.860001
22-Aug-18,93,46,70,18,8.2600002,10,2.5,14,14,33.330002,25.1,66.889999
23-Aug-18,93,44,65,19,9.1499996,10,6.8400002,24,24,30.25,23.17,37.599998
24-Aug-18,88,48,75,23,7.0500002,10,4.9699998,20,20,38.919998,30.530001,50.84
25-Aug-18,92,40,72,15,4.4699998,7,1,19,19,54.369999,38.450001,171.60001
26-Aug-18,92,36,62,11,5.7800002,10,2.5,24,24,47.689999,18.68,66.489998
27-Aug-18,90,41,62,20,8.9399996,10,6,24,24,29.540001,18.889999,44.119999
28-Aug-18,93,46,72,18,9.9899998,10,9.9399996,5,5,24.879999,14.47,34.5
29-Aug-18,91,51,81,26,9.9899998,10,9.9399996,,,19.889999,13.99,27.379999
30-Aug-18,86,50,75,25,9.9899998,10,9.9399996,,,20.41,13.01,31.9
31-Aug-18,93,41,78,15,9.8000002,10,7,,,23.280001,15.2,53.75
1-Sep-18,101,31,64,7,6.4400001,10,2.98,12,12,54.59,20.76,106.4
2-Sep-18,105,33,60,9,8.3599997,10,5,7,7,42.830002,20.41,76.910004
3-Sep-18,102,38,65,11,8.4399996,10,4.9699998,13,13,35.880001,25.25,74.900002
4-Sep-18,100,38,70,16,8.3400002,10,4.9699998,24,24,38.959999,21.27,89.379997
5-Sep-18,99,36,65,10,9.1000004,10,4.9699998,23,23,28,12.97,69.790001
6-Sep-18,95,35,65,14,8.9200001,10,1.75,20,20,21.959999,10.75,26.940001
7-Sep-18,101,29,54,11,6.0300002,10,0.75,18,18,57.049999,14.47,245.5
8-Sep-18,97,31,58,10,6.6900001,10,1.75,13,13,45.189999,22.049999,99.540001
9-Sep-18,97,30,56,11,5.4200001,10,0.75,9,9,78.989998,23.450001,317.10001
10-Sep-18,97,28,60,7,5.8099999,10,0.99000001,11,11,68.709999,9.0500002,199.89999
11-Sep-18,91,27,55,8,6.2600002,10,1.24,15,15,42.23,12.28,181.60001
12-Sep-18,83,34,49,18,9.2700005,10,6,5,5,29.16,0,69.5
13-Sep-18,81,41,62,25,9.9899998,10,9.9399996,,,20.77,13.79,37.82
14-Sep-18,84,34,67,11,9.9899998,10,9.9399996,,,17.870001,11.97,27.4
15-Sep-18,81,36,52,22,9.3699999,10,3,2,,30.040001,11.74,102
16-Sep-18,84,35,68,10,10,10,9.9399996,,,14.57,7.0700002,21.299999
17-Sep-18,85,32,59,13,10,10,10,,,16.950001,10.48,28.59
18-Sep-18,87,34,61,14,9.9899998,10,9.9399996,,,18.959999,10.48,28.32
19-Sep-18,91,26,61,8,9.9200001,10,8,,,24.059999,14.64,38.220001
20-Sep-18,97,18,34,6,9.96,10,9,,,17.17,10.22,24.84
21-Sep-18,93,30,54,10,9.96,10,9,,,20.610001,12.41,35.259998
22-Sep-18,90,34,62,14,9.9899998,10,9.9399996,,,22.48,16.639999,27.790001
23-Sep-18,91,31,58,8,10,10,9.9399996,,,20.139999,11.44,30.33
24-Sep-18,96,14,25,6,10,10,9.9399996,,,16.709999,11.17,22.57
25-Sep-18,100,12,29,4,9.9899998,10,9.9399996,,,14.55,7.9099998,21.129999
26-Sep-18,100,23,47,5,9.96,10,9,,,16.6,10.68,27.620001
27-Sep-18,99,29,48,9,9.6199999,10,6,1,1,24.91,11.9,51.939999
28-Sep-18,93,35,57,15,9.96,10,9,,,24.549999,11.74,36.810001
29-Sep-18,73,65,93,44,9.9300003,10,8,,,19.280001,14.53,26.52
30-Sep-18,79,61,90,32,9.9899998,10,9.9399996,,,14.32,11.08,21.41
1-Oct-18,71,65,78,53,9.9899998,10,9.9399996,,,17.83,13.14,22.280001
2-Oct-18,80,74,97,47,9.8900003,10,7,,,15.85,10.31,26.6
3-Oct-18,81,74,93,45,9.9300003,10,8,,,13.07,7.8200002,16.299999
4-Oct-18,72,84,100,64,9.0200005,10,3,,,14.38,8.04,18.4
5-Oct-18,76,62,94,34,9.9899998,10,9.9399996,,,15.09,10.68,20.91
6-Oct-18,80,53,97,23,9.9899998,10,9.9399996,,,12.73,5.7800002,19.469999
7-Oct-18,81,32,48,17,9.9899998,10,9.9399996,,,12.98,8.4700003,19.35
8-Oct-18,86,41,60,26,9.9899998,10,9.9399996,,,12.11,7.4699998,21.629999
9-Oct-18,85,34,52,12,9.9899998,10,9.9399996,,,12.37,6.48,17.030001
10-Oct-18,80,30,40,18,9.9099998,10,8.6999998,,,12.19,6.0100002,15.31
11-Oct-18,81,27,36,18,9.9899998,10,9.9399996,,,12.43,6.46,18.17
12-Oct-18,87,29,57,11,9.9899998,10,9.9399996,,,13.64,5.2800002,20.57
13-Oct-18,89,27,66,8,9.9899998,10,9.9399996,,,15.04,10.04,26.73
14-Oct-18,79,11,14,9,9.96,10,9,,,12.01,7.2800002,18.940001
15-Oct-18,84,14,39,6,9.9899998,10,9.9399996,,,56.790001,5.9899998,979.79999
16-Oct-18,89,27,58,9,9.9899998,10,9.9399996,,,13.75,7.6900001,19.82
17-Oct-18,85,34,61,11,9.8800001,10,8,,,15.23,8.3800001,25.17
18-Oct-18,84,40,68,15,9.9899998,10,9.9399996,,,19.93,14.64,30.35
19-Oct-18,92,38,74,10,9.9899998,10,9.9399996,,,20.690001,11.39,32.299999
20-Oct-18,89,38,63,8,9.9899998,10,9.9399996,,,20.59,11.13,31.530001
21-Oct-18,83,43,71,19,9.9899998,10,9.9399996,,,18.9,14.66,25.08
22-Oct-18,83,43,77,16,9.9899998,10,9.9399996,,,19.379999,12.87,25.940001
23-Oct-18,74,46,71,24,9.9899998,10,9.9399996,,,21.07,14.63,32.220001
24-Oct-18,77,48,74,23,9.96,10,9,,,21.280001,15.94,30.200001
25-Oct-18,87,43,74,15,9.9899998,10,9.9399996,,,19.67,12.9,26.809999
26-Oct-18,83,47,71,25,9.9899998,10,9.9399996,,,19.309999,12.65,27.950001
27-Oct-18,80,54,80,27,9.9899998,10,9.9399996,,,19.75,13.04,27.27
28-Oct-18,76,56,80,28,9.9899998,10,9.9399996,,,17.629999,12.14,28.889999
29-Oct-18,73,42,71,22,9.9899998,10,9.9399996,,,13.3,7.3299999,19.780001
30-Oct-18,76,31,49,14,9.9899998,10,9.9399996,,,13.55,7.1399999,20.9
31-Oct-18,78,35,58,22,9.9899998,10,9.9399996,,,14.08,10.03,19.74
1-Nov-18,87,43,64,22,9.9899998,10,9.9399996,,,13.78,6.9000001,19.620001
2-Nov-18,84,47,80,22,9.9899998,10,9.9399996,,,16.440001,8.4499998,42.740002
3-Nov-18,84,22,37,10,9.9899998,10,9.9399996,,,14.52,7.46,27.67
4-Nov-18,76,35,50,21,9.9899998,10,9.9399996,,,16.780001,7.5999999,27.299999
5-Nov-18,76,30,49,17,9.9899998,10,9.9399996,,,13.42,8.21,20.82
6-Nov-18,76,22,36,10,9.9899998,10,9.9399996,,,13.29,7.3099999,21.889999
7-Nov-18,73,19,43,10,9.9899998,10,9.9399996,,,15.01,8.3800001,28.34
8-Nov-18,73,13,21,8,9.9899998,10,9.9399996,,,13.51,9.8800001,19.379999
9-Nov-18,77,16,39,7,6.77,10,1.74,7,7,66.150002,0,255.7
10-Nov-18,76,28,61,9,6.6300001,10,2.5,12,12,68.169998,9.5100002,192.10001
11-Nov-18,73,14,31,9,9.9899998,10,9.9399996,,,13.53,8.8400002,20.530001
12-Nov-18,78,24,45,6,8.25,10,4.9699998,5,5,74.540001,10.39,996.29999
13-Nov-18,66,40,62,18,8.0699997,10,5,4,4,40.16,21.58,61.599998
14-Nov-18,70,46,70,16,5.8099999,10,3,14,14,84.730003,0,668.40002
15-Nov-18,69,46,80,17,3.1500001,5,2,24,24,109.13,80.870003,147.7
16-Nov-18,69,47,79,18,4.1199999,8,2.5,21,24,126.85,31.049999,995.40002
17-Nov-18,68,50,79,20,5.52,9,4,21,24,62.41,26.030001,110.3
18-Nov-18,71,51,73,20,6.29,10,3,11,24,46.009998,21.6,70.300003
19-Nov-18,75,52,82,18,9.3800001,10,7,,10,71.779999,14.37,996.5
20-Nov-18,67,49,82,20,7.3800001,10,3,9,,44.310001,16.280001,84.870003
21-Nov-18,52,85,100,48,2.27,5,0.75,7,,57.66,25.5,87.059998
22-Nov-18,57,90,100,72,7.27,10,1.75,,,16.58,12.56,23.120001
23-Nov-18,55,95,100,89,4.8499999,10,1.74,,,13.12,9.3400002,18.190001
24-Nov-18,64,72,100,43,6.1999998,10,0,,,18.629999,12.08,39.75
25-Nov-18,71,60,89,29,9.4099998,10,5.5900002,1,1,19.09,9.6999998,29.25
26-Nov-18,63,76,93,45,9.1099997,10,6,,,33.549999,24.48,53.5
27-Nov-18,54,95,100,86,4.3200002,10,1,,,28.4,15.04,50.119999
28-Nov-18,57,91,100,81,7.6399999,10,2.5,,,20.549999,13.73,38.84
29-Nov-18,54,92,100,83,5.9099998,10,0.75,,,16.030001,9.3400002,34.82
30-Nov-18,55,85,100,64,4.1100001,10,0.25,,,20.860001,15.81,26.42
1-Dec-18,56,75,93,52,9.6000004,10,4.9699998,,,19.200001,12.19,33.189999
2-Dec-18,56,76,97,38,9.8800001,10,8.6999998,,,27.360001,12.5,51.939999
3-Dec-18,57,66,92,29,9.5699997,10,7.46,,,28,14.29,39.09
4-Dec-18,58,44,56,38,9.9899998,10,9.9399996,,,19.469999,11.84,40.209999
5-Dec-18,55,72,93,47,9.9899998,10,9.9399996,,,23.73,15.63,43.470001
6-Dec-18,62,53,86,34,9.9899998,10,9.9399996,,,25.110001,10.87,51.43
7-Dec-18,60,76,97,41,9.96,10,9,,,27.83,17.42,41.48
8-Dec-18,64,75,93,41,9.4799995,10,7,,,34.009998,17.370001,59
9-Dec-18,52,85,96,66,7.96,10,5,,,39.75,23.940001,63.290001
10-Dec-18,62,67,100,41,5.9099998,10,0.25,,,25.120001,14.13,46.34
11-Dec-18,62,58,83,30,9.5500002,10,7,,,24.030001,0,38.580002
12-Dec-18,63,53,96,23,7.6999998,10,2.5,,,30.040001,12.96,47.389999
13-Dec-18,60,60,100,31,8.9799995,10,5,4,4,28.049999,18.530001,53.580002
14-Dec-18,52,88,100,68,4.3699999,10,0.25,,,40.860001,34.540001,58.439999
15-Dec-18,50,96,100,90,3.5899999,10,1.5,,,27.24,17.860001,44.18
16-Dec-18,51,94,100,89,4.0900002,10,1.25,,,22.23,13.48,32.970001
17-Dec-18,54,92,100,80,6.4699998,10,0.25,,,19.84,11.93,34
18-Dec-18,54,92,100,75,6.8899999,10,2.5,,,22.58,14.63,32.560001
19-Dec-18,64,83,100,52,7.5999999,10,1.75,,,22.4,12.87,37.830002
20-Dec-18,53,94,100,83,4.02,10,0.75,,,27.65,19.879999,44.799999
21-Dec-18,59,75,100,46,5.4400001,10,0.5,,,20.65,11,29.83
22-Dec-18,57,64,86,36,9.9899998,10,9.9399996,,,,,
23-Dec-18,52,92,97,77,8.8800001,10,5,,,,,
24-Dec-18,47,96,100,93,3.9000001,10,1.25,,,,,
25-Dec-18,60,65,100,35,5.79,10,0.5,,,,,
26-Dec-18,60,52,89,30,9.9899998,10,9.9399996,,,22.1,10.63,36.27
27-Dec-18,58,55,92,26,9.96,10,9,,,21.18,8.7799997,40.259998
28-Dec-18,58,35,48,24,9.9899998,10,9.9399996,,,14.23,5.8400002,23.67
29-Dec-18,63,58,86,34,9.9899998,10,9.9399996,,,25.84,13.32,53.419998
30-Dec-18,55,73,96,44,9.1599998,10,6,1,1,40.889999,14.23,79.690002
31-Dec-18,55,33,51,23,9.9899998,10,9.9399996,,,13.27,8.7299995,18.799999
